PIPAS v2.1
Back-up File: pipas21.txt

Sensor Data
data list:
time	yaw_z	pitch_y	roll_x	linA_x	linA_y	linA_z	
527,12.73,19.84,150.49,-0.21,-0.51,-0.80
110,11.95,25.78,150.22,-0.19,-0.50,-0.80
110,10.53,30.25,149.15,-0.19,-0.50,-0.81
110,10.01,35.02,148.59,-0.20,-0.50,-0.81
110,8.52,42.81,148.09,-0.19,-0.50,-0.81
110,7.67,42.99,148.39,-0.19,-0.51,-0.81
110,7.27,43.07,149.43,-0.17,-0.51,-0.81
110,7.08,39.77,149.94,-0.19,-0.50,-0.81
110,6.99,38.52,150.60,-0.21,-0.49,-0.81
110,6.82,36.91,150.93,-0.20,-0.50,-0.81
110,6.51,34.31,151.57,-0.18,-0.50,-0.82
110,7.30,34.20,150.20,-0.16,-0.49,-0.82
110,7.09,39.84,149.80,-0.11,-0.49,-0.82
110,7.53,40.49,150.40,-0.01,-0.48,-0.84
110,7.72,37.53,150.77,0.12,-0.46,-0.88
110,8.05,34.77,151.01,0.21,-0.43,-0.89
110,8.28,33.77,151.19,0.25,-0.41,-0.87
110,8.52,34.88,151.72,0.25,-0.41,-0.86
110,8.61,34.87,151.85,0.23,-0.39,-0.88
110,8.84,34.38,151.92,0.23,-0.38,-0.88
110,8.97,34.11,152.04,0.22,-0.38,-0.87
110,9.26,33.85,152.03,0.21,-0.36,-0.88
110,9.22,34.83,152.35,0.21,-0.35,-0.88
110,8.95,35.75,152.72,0.24,-0.38,-0.88
110,8.81,35.64,152.75,0.26,-0.39,-0.89
110,8.47,33.73,152.36,0.13,-0.33,-0.90
139,8.47,32.03,152.32,0.05,-0.32,-0.86
110,8.82,28.48,152.15,0.11,-0.38,-0.86
110,9.29,21.50,151.98,0.18,-0.42,-0.87
110,10.15,13.11,152.31,0.19,-0.42,-0.87
110,10.34,355.92,152.25,0.19,-0.43,-0.87
110,11.15,345.09,152.62,0.16,-0.41,-0.86
110,11.50,337.21,152.91,0.12,-0.39,-0.88
110,11.57,335.26,153.33,0.08,-0.39,-0.88
110,11.70,336.57,153.95,0.06,-0.40,-0.87
110,12.04,339.35,155.00,0.05,-0.41,-0.88
110,12.32,341.60,155.85,0.05,-0.41,-0.88
110,12.67,342.44,156.37,0.05,-0.40,-0.88
110,12.96,343.30,157.17,0.06,-0.40,-0.90
110,13.02,343.19,157.67,0.07,-0.40,-0.90
110,13.06,343.64,158.03,0.08,-0.40,-0.89
110,12.51,341.42,157.42,0.09,-0.39,-0.88
110,11.36,341.76,157.18,0.10,-0.40,-0.89
110,10.31,346.74,157.91,0.10,-0.39,-0.90
110,10.15,352.30,157.98,0.07,-0.38,-0.89
110,11.18,352.02,156.99,0.05,-0.42,-0.89
110,12.44,354.76,157.09,0.03,-0.44,-0.89
110,13.04,352.32,156.40,0.02,-0.42,-0.87
110,12.45,348.02,155.08,0.03,-0.42,-0.87
110,12.39,348.61,154.98,0.02,-0.44,-0.87
